name,lng,lat,9M5g_yonghushu,9M5g_liuliang,9M4g_liuliang,9MSite_zhuliubi,9M_fugailv,9M_tousu,12M5g_yonghushu,12M5g_liuliang,12M4g_liuliang,12MSite_zhuliubi,12M_fugailv,12M_tousu,归属区域名称,
房山5G电信良乡工商大学1Z,116.166685,39.717293,1267 ,1.43 ,4.08 ,25.93%,0.993 ,,2563 ,53.34 ,1.851093228,96.6%,0.961 ,,北京良乡大学城,1.851093228
房山5G良乡检察院1ZM,116.130471,39.744731,0 ,0.00 ,1.23 ,0.00%,,,4 ,0.42 ,3.352950722,11.0%,0.961 ,,北京良乡大学城,3.352950722
房山5G良乡六环良乡梨村南1Z,116.17149,39.694786,2854 ,2.38 ,1.16 ,67.21%,0.889 ,,5 ,2.61 ,1.500970253,63.5%,0.962 ,,北京良乡大学城,1.500970253
房山5G青龙湖六环大马村1Z,116.093599,39.751826,3096 ,0.42 ,1.06 ,28.36%,0.990 ,,3847 ,37.14 ,0.028935038,99.9%,0.962 ,,北京良乡大学城,0.028935038
房山5G良乡梨村1Z,116.179222,39.711095,4427 ,5.61 ,3.04 ,64.90%,0.964 ,,6550 ,149.25 ,0.544997796,99.6%,0.963 ,,北京良乡大学城,0.544997796
房山5G长阳六环葫芦垡1Z,116.213131,39.694468,3908 ,5.28 ,3.00 ,63.76%,0.986 ,,6336 ,30.43 ,0,100.0%,0.963 ,,北京良乡大学城,0
房山5G良乡热力公司东北1Z,116.150975,39.717134,673 ,15.79 ,4.00 ,79.79%,,,796 ,16.06 ,0,100.0%,0.963 ,,北京良乡大学城,0
房山5G良乡时代广场2ZM,116.168248,39.723721,519 ,0.01 ,8.96 ,0.07%,,,701 ,6.36 ,5.448618465,53.9%,0.963 ,,北京良乡大学城,5.448618465
房山5G长阳凯悦莱1Z,116.169851,39.746175,207 ,3.18 ,0.34 ,90.33%,0.996 ,,310 ,7.53 ,1.502217356,83.4%,0.965 ,,北京良乡大学城,1.502217356
房山5G阎村六环张庄村东1Z,116.090931,39.734711,1821 ,16.44 ,1.73 ,90.50%,0.952 ,,3187 ,86.93 ,0.02766153,100.0%,0.966 ,,北京良乡大学城,0.02766153
房山5G长阳体育公园西南1Z,116.191273,39.75272,628 ,1.16 ,1.17 ,49.89%,0.971 ,,1240 ,5.79 ,0.26041108,95.7%,0.966 ,,北京良乡大学城,0.26041108
房山5G青龙湖六环北刘庄1Z,116.093897,39.744211,2779 ,1.08 ,1.05 ,50.82%,0.990 ,,2707 ,29.86 ,0.018561406,99.9%,0.966 ,,北京良乡大学城,0.018561406
房山5G良乡知兴西路致美南街交汇1Z,116.172517,39.719506,1216 ,4.48 ,3.72 ,54.64%,0.983 ,,2179 ,30.44 ,7.190028815,80.9%,0.968 ,,北京良乡大学城,7.190028815
房山5G良乡时代广场1ZM,116.168248,39.723721,185 ,0.01 ,8.96 ,0.16%,,,7460 ,97.48 ,5.448618465,94.7%,0.968 ,,北京良乡大学城,5.448618465
房山5G良乡肖庄村东北1Z,116.129345,39.708164,1137 ,5.71 ,2.49 ,69.62%,0.925 ,,1565 ,12.83 ,1.781255335,87.8%,0.968 ,,北京良乡大学城,1.781255335
房山5G阎村京港澳高速与六环交叉口东侧1Z,116.106235,39.696796,0 ,0.00 ,0.23 ,0.00%,0.962 ,,8036 ,81.21 ,3.088551597,96.3%,0.969 ,,北京良乡大学城,3.088551597
房山5G长阳家园B区西1Z,116.163652,39.754301,895 ,4.19 ,0.97 ,81.27%,0.975 ,,1921 ,28.63 ,0.136797332,99.5%,0.970 ,,北京良乡大学城,0.136797332
房山5G良乡开发区1Z,116.122272,39.719731,2940 ,13.60 ,4.60 ,74.72%,0.986 ,,5732 ,106.46 ,5.184612669,95.4%,0.971 ,,北京良乡大学城,5.184612669
房山5G良乡五中北侧1Z,116.147975,39.726107,2252 ,10.98 ,2.68 ,80.39%,0.991 ,,3663 ,32.34 ,3.261885205,90.8%,0.971 ,,北京良乡大学城,3.261885205
房山5G良乡中国社会科学院5ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,,,0 ,0.00 ,6.135513966,0.0%,0.972 ,,北京良乡大学城,6.135513966
房山5G良乡城铁大学城北站南1Z,116.176918,39.727036,1205 ,3.12 ,6.08 ,33.92%,0.990 ,,1715 ,18.36 ,10.29710711,64.1%,0.974 ,,北京良乡大学城,10.29710711
房山5G良乡政通鲁村2Z,116.147265,39.708767,1227 ,0.00 ,1.49 ,0.00%,0.994 ,,1947 ,33.85 ,0.328814151,99.0%,0.975 ,,北京良乡大学城,0.328814151
房山5G良乡检测厂1Z,116.128955,39.712029,621 ,1.95 ,4.25 ,31.48%,1.000 ,,661 ,8.32 ,0.727041031,92.0%,0.975 ,,北京良乡大学城,0.727041031
房山5G良乡美丫美百货1ZM,116.130435,39.729379,11 ,0.04 ,9.70 ,0.39%,,,13 ,0.04 ,3.756882201,1.1%,0.975 ,,北京良乡大学城,3.756882201
房山5G阎村成人学校东1Z,116.096521,39.715941,13518 ,4.56 ,1.09 ,80.78%,1.000 ,,20565 ,258.92 ,1.539485735,99.4%,0.986 ,,北京良乡大学城,1.539485735
房山5G长阳六环（冠华玻璃厂）1Z,116.187867,39.695067,2418 ,1.51 ,0.50 ,75.04%,0.990 ,,3074 ,17.96 ,0.416750103,97.7%,0.986 ,,北京良乡大学城,0.416750103
房山5G良乡监狱1Z,116.12842,39.69704,0 ,0.00 ,2.04 ,0.00%,1.000 ,,3074 ,27.96 ,0.335945903,98.8%,0.987 ,,北京良乡大学城,0.335945903
房山5G良乡镇凯旋大街建设路交叉口西南角2Z,116.125402,39.715005,664 ,3.67 ,6.67 ,35.49%,0.976 ,,1141 ,26.95 ,0.527648578,98.1%,0.988 ,,北京良乡大学城,0.527648578
房山5G长阳京广线后店村1Z,116.160171,39.751711,979 ,7.10 ,1.16 ,86.00%,0.990 ,,1671 ,17.15 ,1.020657118,94.4%,0.988 ,,北京良乡大学城,1.020657118
房山5G长阳水碾屯回迁楼东南1Z,116.185446,39.732289,0 ,0.00 ,17.76 ,0.00%,,,0 ,0.00 ,2.298993837,0.0%,0.988 ,,北京良乡大学城,2.298993837
房山5G长阳联通社科院研究生院1Z,116.177038,39.736145,17 ,8.69 ,12.78 ,40.48%,0.952 ,,20 ,9.56 ,4.55190198,67.7%,0.989 ,,北京良乡大学城,4.55190198
房山5G良乡火车站1Z,116.154131,39.742721,899 ,6.05 ,1.47 ,80.41%,0.990 ,,1339 ,12.02 ,2.323922436,83.8%,0.989 ,,北京良乡大学城,2.323922436
房山5G良乡东阳大酒店1Z,116.158675,39.722695,2026 ,10.60 ,17.67 ,37.49%,0.991 ,,2985 ,58.36 ,8.321122536,87.5%,0.979 ,,北京良乡大学城,8.321122536
房山5G良乡六环小营村1Z,116.141791,39.694411,4152 ,6.67 ,1.83 ,78.45%,0.972 ,,6114 ,75.83 ,0.12839757,99.8%,0.980 ,,北京良乡大学城,0.12839757
房山5G良乡工商大学南1Z,116.165472,39.714871,253 ,1.67 ,46.54 ,3.45%,,,690 ,20.61 ,13.59347947,60.3%,0.980 ,,北京良乡大学城,13.59347947
房山5G良乡梅花庄1Z,116.156969,39.738272,1654 ,12.93 ,0.75 ,94.49%,0.990 ,,2362 ,40.54 ,0.51341407,98.7%,0.981 ,,北京良乡大学城,0.51341407
房山5G长阳一村南1Z,116.164222,39.749891,926 ,5.29 ,2.02 ,72.38%,0.996 ,,1298 ,9.84 ,0.345828816,96.6%,0.981 ,,北京良乡大学城,0.345828816
房山5G长阳小清河西1Z,116.189823,39.721817,766 ,8.24 ,0.28 ,96.73%,0.920 ,,1486 ,32.54 ,0.067877667,99.8%,0.981 ,,北京良乡大学城,0.067877667
房山5G良乡京石高速与良坨大街交叉口北1Z,116.123133,39.745172,0 ,0.00 ,2.15 ,0.00%,0.990 ,,4662 ,23.40 ,0.117900032,99.5%,0.982 ,,北京良乡大学城,0.117900032
房山5G阎村京港澳南梨园桥1Z,116.091176,39.699354,5880 ,0.76 ,1.02 ,42.78%,0.990 ,,7043 ,10.58 ,0.002824662,100.0%,0.982 ,,北京良乡大学城,0.002824662
房山5G良乡华淼汽修1Z,116.14043,39.751568,3764 ,20.87 ,0.64 ,97.02%,0.991 ,,5322 ,47.07 ,0.454890741,99.0%,0.982 ,,北京良乡大学城,0.454890741
房山5G良乡医院新建楼1ZM,116.135311,39.735112,4115 ,0.29 ,22.43 ,1.30%,,,8758 ,230.25 ,6.036235014,97.4%,0.983 ,,北京良乡大学城,6.036235014
房山5G良乡南关运7酒店1Z,116.136987,39.722387,6744 ,23.09 ,12.20 ,65.42%,0.993 ,,7966 ,98.71 ,4.176315559,95.9%,0.983 ,,北京良乡大学城,4.176315559
房山5G阎村镇六环大件路出口1Z,116.090844,39.728676,2255 ,2.30 ,0.73 ,75.92%,1.000 ,,3547 ,24.04 ,1.85211493,92.8%,0.983 ,,北京良乡大学城,1.85211493
房山5G良乡理工大学东校区东致美北街良乡东路南1Z,116.172702,39.729554,381 ,1.37 ,2.00 ,40.72%,0.960 ,,2 ,1.51 ,0,100.0%,0.983 ,,北京良乡大学城,0
房山5G阎村联通肖庄2Z,116.113701,39.699192,864 ,2.24 ,1.64 ,57.83%,1.000 ,,1091 ,9.76 ,2.98931594,76.6%,0.983 ,,北京良乡大学城,2.98931594
房山5G长阳金色河畔1Z,116.208691,39.702642,1608 ,10.37 ,3.14 ,76.75%,,,7 ,11.41 ,21.00243481,35.2%,0.983 ,,北京良乡大学城,21.00243481
房山5G长阳城建广悦居东侧居民楼1Z,116.184509,39.739137,599 ,1.45 ,10.73 ,11.93%,,,1062 ,8.16 ,0.585717545,93.3%,0.984 ,,北京良乡大学城,0.585717545
房山5G良乡大学城北站西南侧1Z,116.173842,39.726123,440 ,1.13 ,2.98 ,27.52%,,,8110 ,132.02 ,0.76207823,99.4%,0.984 ,,北京良乡大学城,0.76207823
房山5G长阳消防支队1Z,116.153923,39.751375,1438 ,10.46 ,0.53 ,95.14%,0.971 ,,2 ,11.50 ,5.638976579,67.1%,0.984 ,,北京良乡大学城,5.638976579
房山5G长阳联通文昌西路1Z,116.165338,39.738907,770 ,3.68 ,3.75 ,49.49%,0.917 ,,1096 ,11.20 ,1.021093104,91.6%,0.984 ,,北京良乡大学城,1.021093104
房山5G阎村京石高速梨园桥1Z,116.101537,39.703125,5081 ,4.42 ,1.07 ,80.46%,0.977 ,,3159 ,7.06 ,0.073262027,99.0%,0.984 ,,北京良乡大学城,0.073262027
房山5G良乡希岸轻雅酒店1ZM,116.151397,39.730242,0 ,0.00 ,10.58 ,0.00%,,,0 ,0.00 ,5.815798507,0.0%,0.984 ,,北京良乡大学城,5.815798507
房山5G良乡北京理工大学北校区3ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.985 ,,北京良乡大学城,80.64771531
房山5G良乡阳光邑上西南1Z,116.150488,39.725168,3834 ,6.85 ,2.68 ,71.89%,0.987 ,,4508 ,40.27 ,3.261885205,92.5%,0.985 ,,北京良乡大学城,3.261885205
房山5G良乡理工大学食堂1Z,116.163527,39.730741,717 ,10.05 ,20.03 ,33.42%,0.995 ,,1485 ,74.17 ,16.4991529,81.8%,0.985 ,,北京良乡大学城,16.4991529
房山5G良乡新局1Z,116.135088,39.746882,6643 ,23.55 ,4.71 ,83.33%,0.970 ,,9763 ,76.79 ,1.757754028,97.8%,0.985 ,,北京良乡大学城,1.757754028
房山5G良乡理工大学东校区东1Z,116.172206,39.732614,640 ,15.67 ,1.73 ,90.06%,0.991 ,,819 ,21.29 ,1.108881324,95.0%,0.985 ,,北京良乡大学城,1.108881324
房山5G阎村博英学校1Z,116.09925,39.72317,3769 ,22.38 ,1.58 ,93.39%,0.991 ,,5121 ,41.49 ,2.11433775,95.2%,0.986 ,,北京良乡大学城,2.11433775
房山5G良乡工商大学西校区西南1Z,116.155544,39.716917,0 ,0.00 ,117.54 ,0.00%,,,913 ,35.25 ,6.400819177,84.6%,0.986 ,,北京良乡大学城,6.400819177
房山5G良乡中国社会科学院4ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,,,0 ,0.00 ,6.135513966,0.0%,0.986 ,,北京良乡大学城,6.135513966
房山5G良乡华北电网培训中心1Z,116.146163,39.744725,2990 ,4.91 ,13.36 ,26.86%,0.990 ,,4308 ,30.97 ,0.858738147,97.3%,0.986 ,,北京良乡大学城,0.858738147
房山5G良乡北潞园西1Z,116.113111,39.735937,4011 ,3.56 ,0.10 ,97.39%,0.990 ,,5713 ,17.66 ,0.044303348,99.7%,0.986 ,,北京良乡大学城,0.044303348
房山5G良乡太平庄华冠超市1Z,116.113265,39.731697,4267 ,2.68 ,2.10 ,56.06%,0.972 ,,5037 ,61.96 ,0.86078069,98.6%,0.986 ,,北京良乡大学城,0.86078069
房山5G良乡北京理工大学南校区3ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.986 ,,北京良乡大学城,73.48961551
房山5G良乡工商大学宿舍楼1Z,116.158348,39.718342,1411 ,48.25 ,130.70 ,26.96%,0.988 ,,1693 ,106.55 ,7.905163566,93.1%,0.987 ,,北京良乡大学城,7.905163566
房山5G长阳城铁大学城北站1Z,116.176901,39.729293,2281 ,7.70 ,6.08 ,55.88%,0.997 ,,17 ,8.47 ,10.29710711,45.1%,0.987 ,,北京良乡大学城,10.29710711
房山5G良乡中国社会科学院3ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,,,0 ,0.00 ,6.135513966,0.0%,0.987 ,,北京良乡大学城,6.135513966
房山5G良乡理工大学南校区1Z,116.161851,39.725247,2342 ,6.70 ,2.48 ,72.98%,0.992 ,,1886 ,42.30 ,12.58629954,77.1%,0.988 ,,北京良乡大学城,12.58629954
房山5G良乡昊天公园1Z,116.146897,39.733104,4406 ,14.32 ,5.94 ,70.69%,,,5837 ,86.48 ,19.51571255,81.6%,0.988 ,,北京良乡大学城,19.51571255
房山5G良乡理工大学1Z,116.161703,39.736423,1086 ,6.74 ,35.76 ,15.85%,0.990 ,,7 ,7.41 ,19.03561636,28.0%,0.988 ,,北京良乡大学城,19.03561636
房山5G长阳六环长阳出口1Z,116.201156,39.695533,4138 ,0.62 ,2.06 ,23.15%,0.990 ,,18 ,0.68 ,2.59922105,20.8%,0.988 ,,北京良乡大学城,2.59922105
房山5G良乡学园北街良乡东路交汇1Z,116.166065,39.729989,17 ,2.28 ,20.03 ,10.21%,,,20 ,2.50 ,16.4991529,13.2%,0.988 ,,北京良乡大学城,16.4991529
房山5G良乡裕恒通建材1Z,116.141458,39.726402,1527 ,10.75 ,4.94 ,68.50%,0.985 ,,2668 ,26.73 ,0.215504833,99.2%,0.989 ,,北京良乡大学城,0.215504833
房山5G良乡金光路7号1ZM,116.122174,39.719756,28 ,2.90 ,4.60 ,38.68%,,,34 ,3.19 ,5.184612669,38.1%,0.989 ,,北京良乡大学城,5.184612669
房山5G长阳社科院1Z,116.177312,39.740865,870 ,4.74 ,3.46 ,57.86%,0.990 ,,2887 ,26.74 ,4.353826765,86.0%,0.989 ,,北京良乡大学城,4.353826765
房山5G良乡瑞城广场1ZM,116.135222,39.728865,0 ,0.00 ,23.07 ,0.00%,,,0 ,0.00 ,5.800349821,0.0%,0.989 ,,北京良乡大学城,5.800349821
房山5G良乡火车站南1Z,116.146163,39.744725,2206 ,12.57 ,13.36 ,48.48%,,,2623 ,43.32 ,0.858738147,98.1%,0.989 ,,北京良乡大学城,0.858738147
房山5G良乡瑞雪春堂2里28号楼1Z,116.139111,39.717432,1722 ,16.20 ,0.55 ,96.69%,0.990 ,,2066 ,35.31 ,0.524006393,98.5%,0.989 ,,北京良乡大学城,0.524006393
房山5G良乡荷园南路揽秀南街交汇1Z,116.151652,39.714761,1352 ,0.00 ,4.00 ,0.00%,,,2161 ,61.31 ,0,100.0%,0.990 ,,北京良乡大学城,0
房山5G良乡首都师范大学1Z,116.170138,39.711191,2192 ,34.41 ,8.57 ,80.06%,0.990 ,,3358 ,151.54 ,0.195931544,99.9%,0.990 ,,北京良乡大学城,0.195931544
房山5G良乡首发物流商务楼北1Z,116.113952,39.71968,8 ,0.01 ,8.40 ,0.08%,0.980 ,,10 ,0.01 ,0,100.0%,0.990 ,,北京良乡大学城,0
房山5G良乡水产局1Z,116.126115,39.730142,2370 ,28.02 ,10.63 ,72.49%,0.992 ,,2743 ,48.55 ,7.114386068,87.2%,0.990 ,,北京良乡大学城,7.114386068
房山5G良乡太平庄石材厂2Z,116.107172,39.731805,2100 ,0.00 ,2.42 ,0.00%,0.990 ,,11326 ,63.19 ,0.643161826,99.0%,0.990 ,,北京良乡大学城,0.643161826
房山5G长阳镇凯悦莱酒店1ZM,116.169143,39.746741,0 ,0.00 ,0.34 ,0.00%,,,0 ,0.00 ,1.502217356,0.0%,0.990 ,,北京良乡大学城,1.502217356
房山5G良乡智汇雅苑二期1ZM,116.175041,39.734211,0 ,0.00 ,26.15 ,0.00%,,,0 ,0.00 ,6.269948737,0.0%,0.990 ,,北京良乡大学城,6.269948737
房山5G良乡智汇雅苑二期2ZM,116.175041,39.734211,3 ,0.00 ,26.15 ,0.00%,,,0 ,0.00 ,6.269948737,0.0%,0.990 ,,北京良乡大学城,6.269948737
房山5G良乡伟业嘉园东里北2Z,116.156352,39.733553,4 ,6.71 ,2.00 ,77.05%,,,5 ,7.39 ,0,100.0%,0.990 ,,北京良乡大学城,0
房山5G良乡工会1ZM,116.129371,39.743961,0 ,0.00 ,0.60 ,0.00%,,,9 ,0.05 ,3.052731154,1.5%,0.990 ,,北京良乡大学城,3.052731154
房山5G良乡智汇雅苑二期3ZM,116.175041,39.734211,3031 ,0.00 ,26.15 ,0.00%,,,6785 ,75.72 ,6.269948737,92.4%,0.990 ,,北京良乡大学城,6.269948737
房山5G良乡西潞大街1Z,116.124087,39.736881,0 ,0.00 ,3.76 ,0.00%,,,0 ,0.00 ,2.573702707,0.0%,0.990 ,,北京良乡大学城,2.573702707
房山5G良乡中经信会议中心1ZM,116.143123,39.736008,0 ,0.00 ,1.83 ,0.00%,,,0 ,0.00 ,1.562971187,0.0%,0.990 ,,北京良乡大学城,1.562971187
房山5G房山城铁大学城东北1Z,116.176923,39.722982,0 ,0.00 ,0.79 ,0.00%,,,2893 ,27.00 ,0.199853037,99.3%,0.990 ,,北京良乡大学城,0.199853037
房山5G阎村六环十三里桥1Z,116.114821,39.696747,0 ,0.00 ,1.64 ,0.00%,,,0 ,0.00 ,2.98931594,0.0%,0.990 ,,北京良乡大学城,2.98931594
房山5G良乡北京理工大学北校区5ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.990 ,,北京良乡大学城,80.64771531
房山5G良乡政府二办区1ZM,116.127524,39.720278,0 ,0.00 ,1.00 ,0.00%,,,0 ,0.00 ,0.151744956,0.0%,0.990 ,,北京良乡大学城,0.151744956
房山5G良乡北京理工大学北校区6ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.990 ,,北京良乡大学城,80.64771531
房山5G良乡北京理工大学南校区6ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.991 ,,北京良乡大学城,73.48961551
房山5G良乡北京理工大学南校区5ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.991 ,,北京良乡大学城,73.48961551
房山5G良乡北京理工大学南校区8ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.991 ,,北京良乡大学城,73.48961551
房山5G良乡中国社会科学院6ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,,,0 ,0.00 ,6.135513966,0.0%,0.991 ,,北京良乡大学城,6.135513966
房山5G长阳滨水公园西北1Z,116.180282,39.754248,3204 ,0.91 ,1.49 ,37.87%,0.998 ,,7485 ,28.90 ,0.401339804,98.6%,0.991 ,,北京良乡大学城,0.401339804
房山5G长阳金地朗悦学校1ZM,116.185339,39.730193,0 ,0.00 ,17.45 ,0.00%,,,0 ,0.00 ,0.564738355,0.0%,0.991 ,,北京良乡大学城,0.564738355
房山5G良乡多宝路1Z,116.150617,39.732791,2772 ,1.74 ,3.38 ,33.97%,0.974 ,,3496 ,25.32 ,4.492834649,84.9%,0.992 ,,北京良乡大学城,4.492834649
房山5G良乡核安保E1号楼1Z,116.182247,39.725297,2114 ,13.45 ,4.07 ,76.75%,0.990 ,,1761 ,53.31 ,0.619155566,98.9%,0.992 ,,北京良乡大学城,0.619155566
房山5G良乡月华小区北1Z,116.119821,39.731505,189 ,0.30 ,8.96 ,3.21%,,,1397 ,11.78 ,2.643191204,81.7%,0.993 ,,北京良乡大学城,2.643191204
房山5G良乡鑫峰大厦1Z,116.124285,39.722493,1170 ,9.82 ,1.65 ,85.62%,0.995 ,,3667 ,79.14 ,1.665030673,97.9%,0.993 ,,北京良乡大学城,1.665030673
房山5G良乡中发兴业电气有限公司1Z,116.136707,39.714668,416 ,1.68 ,1.10 ,60.37%,0.991 ,,644 ,4.70 ,0.367950996,92.7%,0.993 ,,北京良乡大学城,0.367950996
房山5G良乡联通良乡社会服务中心1Z,116.138811,39.730911,2905 ,17.01 ,12.02 ,58.59%,0.990 ,,2321 ,41.87 ,4.952912697,89.4%,0.993 ,,北京良乡大学城,4.952912697
房山5G良乡体育馆北1Z,116.127122,39.740783,1292 ,12.54 ,8.04 ,60.93%,0.984 ,,2110 ,19.61 ,1.76146283,91.8%,0.993 ,,北京良乡大学城,1.76146283
房山5G良乡京港澳东阎村桥1Z,116.105397,39.724942,0 ,0.00 ,2.78 ,0.00%,,,4866 ,23.19 ,1.067989553,95.6%,0.993 ,,北京良乡大学城,1.067989553
房山5G良乡北京理工大学北校区2ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.993 ,,北京良乡大学城,80.64771531
房山5G良乡华冠购物中心1Z,116.132828,39.733535,971 ,19.26 ,41.12 ,31.89%,0.996 ,,1232 ,25.76 ,7.8818242,76.6%,0.993 ,,北京良乡大学城,7.8818242
房山5G良乡北京理工大学南校区1ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.994 ,,北京良乡大学城,73.48961551
房山5G良乡北潞芳北1Z,116.119785,39.740943,2404 ,9.37 ,5.68 ,62.29%,0.991 ,,2416 ,11.52 ,0.054551812,99.5%,0.994 ,,北京良乡大学城,0.054551812
房山5G良乡恒大滨河左岸北区1Z,116.147546,39.715615,3715 ,2.72 ,0.53 ,83.77%,1.000 ,,1 ,2.99 ,2.960779856,50.2%,0.994 ,,北京良乡大学城,2.960779856
