name,lng,lat,9M5g_yonghushu,9M5g_liuliang,9M4g_liuliang,9MSite_zhuliubi,9M_fugailv,9M_tousu,12M5g_yonghushu,12M5g_liuliang,12M4g_liuliang,12MSite_zhuliubi,12M_fugailv,12M_tousu,归属区域名称,
房山5G良乡成教中心1Z,116.15123,39.755601,2370 ,21.76 ,2.64 ,89.19%,0.982 ,,3923 ,70.01 ,10.18473969,87.3%,0.994 ,,北京良乡大学城,10.18473969
房山5G长阳联通小西庄回迁楼北侧1Z,116.163242,39.743382,1911 ,5.98 ,4.73 ,55.85%,0.990 ,,2962 ,49.58 ,0.899023324,98.2%,0.994 ,,北京良乡大学城,0.899023324
房山5G良乡北潞园1Z,116.124398,39.736621,1813 ,14.68 ,1.50 ,90.73%,0.963 ,,4589 ,51.23 ,2.107492798,96.0%,0.994 ,,北京良乡大学城,2.107492798
房山5G良乡西潞园1Z,116.122753,39.731005,728 ,8.67 ,8.73 ,49.82%,1.000 ,,1050 ,16.09 ,2.330252366,87.3%,0.994 ,,北京良乡大学城,2.330252366
房山5G阎村炒米店1Z,116.101676,39.710131,4654 ,5.34 ,2.02 ,72.54%,0.987 ,,1701 ,8.91 ,0.59051596,93.8%,0.995 ,,北京良乡大学城,0.59051596
房山5G良乡苏庄桥西南1Z,116.110988,39.726292,7285 ,14.47 ,1.33 ,91.61%,0.997 ,,5267 ,55.53 ,0.751861712,98.7%,0.995 ,,北京良乡大学城,0.751861712
房山5G良乡北关运7酒店搬迁站1Z,116.135547,39.738962,1698 ,22.01 ,18.17 ,54.77%,,,2125 ,18.53 ,3.95201304,82.4%,0.995 ,,北京良乡大学城,3.95201304
房山5G良乡共创大厦1Z,116.116725,39.722868,2454 ,7.74 ,8.78 ,46.87%,0.991 ,,24 ,8.52 ,4.209895109,66.9%,0.995 ,,北京良乡大学城,4.209895109
房山5G良乡经贸学校宿舍楼1Z,116.158093,39.720575,290 ,0.48 ,145.16 ,0.33%,1.000 ,,272 ,10.31 ,26.72742228,27.8%,0.995 ,,北京良乡大学城,26.72742228
房山5G良乡奥斯比例克新技术开发公司西北1Z,116.13296,39.71025,7412 ,2.28 ,0.06 ,97.28%,0.989 ,,10022 ,155.69 ,0.068243178,100.0%,0.995 ,,北京良乡大学城,0.068243178
房山5G良乡理工大学北校区西1Z,116.160825,39.733113,0 ,0.00 ,2.00 ,0.00%,0.986 ,,2116 ,109.66 ,0,100.0%,0.995 ,,北京良乡大学城,0
房山5G良乡西潞时代1Z,116.121145,39.729061,3987 ,14.26 ,6.79 ,67.72%,0.981 ,,2074 ,38.12 ,2.4962859,93.9%,0.995 ,,北京良乡大学城,2.4962859
房山5G良乡东羊庄1Z,116.158961,39.729241,7 ,32.61 ,24.30 ,57.30%,,,0 ,0.00 ,15.66377556,0.0%,0.995 ,,北京良乡大学城,15.66377556
房山5G房山良乡中医药大学操场1Z,116.167408,39.709065,1901 ,41.60 ,3.78 ,91.67%,0.990 ,,2346 ,73.56 ,1.775619641,97.6%,0.995 ,,北京良乡大学城,1.775619641
房山5G房山良乡长虹东路1Z,116.153551,39.721297,2677 ,7.94 ,16.23 ,32.85%,0.993 ,,6201 ,88.44 ,14.46945961,85.9%,0.996 ,,北京良乡大学城,14.46945961
房山5G良乡洋森饭店1Z,116.130321,39.724318,2595 ,13.46 ,11.50 ,53.93%,0.992 ,,0 ,0.00 ,11.40957598,0.0%,0.996 ,,北京良乡大学城,11.40957598
房山5G阎村镇阎安东路1Z,116.090111,39.710121,1265 ,2.50 ,0.31 ,88.92%,0.992 ,,1290 ,11.95 ,0.413550625,96.7%,0.996 ,,北京良乡大学城,0.413550625
房山5G良乡电信良乡2办1Z,116.127153,39.719972,1849 ,8.88 ,1.00 ,89.84%,0.975 ,,1483 ,17.38 ,0.151744956,99.1%,0.996 ,,北京良乡大学城,0.151744956
房山5G良乡经贸职业学院2Z,116.155543,39.720153,1343 ,8.04 ,30.29 ,20.97%,0.993 ,,1422 ,65.74 ,16.09274025,80.3%,0.996 ,,北京良乡大学城,16.09274025
房山5G良乡太平庄1Z,116.112548,39.729175,3852 ,2.72 ,2.88 ,48.61%,,,6365 ,33.83 ,1.047271928,97.0%,0.996 ,,北京良乡大学城,1.047271928
房山5G良乡联通昊天家具城2Z,116.132667,39.720054,861 ,11.50 ,7.30 ,61.17%,0.976 ,,1390 ,24.15 ,2.675957388,90.0%,0.996 ,,北京良乡大学城,2.675957388
房山5G长阳城铁广阳城站1Z,116.178151,39.744067,10 ,9.92 ,22.27 ,30.82%,0.992 ,,12 ,10.91 ,4.247670791,72.0%,0.996 ,,北京良乡大学城,4.247670791
房山5G良乡辰光家园1Z,116.136532,39.725395,4138 ,22.08 ,16.24 ,57.62%,0.987 ,,5154 ,93.94 ,4.687747291,95.2%,0.997 ,,北京良乡大学城,4.687747291
房山5G良乡北京理工大学游泳馆5ZM,116.170647,39.730902,0 ,0.00 ,3.73 ,0.00%,,,0 ,0.00 ,1.108881324,0.0%,0.997 ,,北京良乡大学城,1.108881324
房山5G良乡北京理工大学南校区2ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.997 ,,北京良乡大学城,73.48961551
房山5G良乡理工大学实训楼1Z,116.167611,39.724903,566 ,5.74 ,0.49 ,92.09%,0.998 ,,1106 ,18.88 ,1.710999759,91.7%,0.997 ,,北京良乡大学城,1.710999759
房山5G良乡昊天家具城东南1Z,116.137608,39.720603,370 ,1.94 ,4.39 ,30.68%,,,1074 ,12.74 ,2.078376323,86.0%,0.997 ,,北京良乡大学城,2.078376323
房山5G良乡城铁大学城站1Z,116.171462,39.721652,2103 ,2.47 ,3.72 ,39.87%,0.990 ,,2333 ,27.78 ,7.190028815,79.4%,0.997 ,,北京良乡大学城,7.190028815
房山5G良乡卫生监督所1Z,116.145741,39.747307,1619 ,18.12 ,16.80 ,51.90%,0.992 ,,2296 ,25.47 ,0.466823697,98.2%,0.997 ,,北京良乡大学城,0.466823697
房山5G良乡拱辰招商大厦1ZM,116.130538,39.745579,0 ,0.00 ,1.30 ,0.00%,,,0 ,0.00 ,3.396700143,0.0%,0.998 ,,北京良乡大学城,3.396700143
房山5G良乡开发公司1Z,116.131412,39.715911,3500 ,3.38 ,6.71 ,33.51%,0.970 ,,5544 ,109.09 ,0.175245892,99.8%,0.998 ,,北京良乡大学城,0.175245892
房山5G良乡中大瑞祥1ZM,116.129097,39.729177,0 ,0.00 ,16.61 ,0.00%,,,0 ,0.00 ,7.145421052,0.0%,0.998 ,,北京良乡大学城,7.145421052
房山5G良乡北潞园公园1Z,116.117501,39.735077,643 ,8.95 ,1.16 ,88.57%,0.989 ,,736 ,11.82 ,1.189109327,90.9%,0.998 ,,北京良乡大学城,1.189109327
房山5G良乡苏宁商务楼1ZM,116.135365,39.730072,0 ,0.00 ,22.34 ,0.00%,,,5972 ,78.24 ,5.163973052,93.8%,0.998 ,,北京良乡大学城,5.163973052
房山5G良乡工商大学北1Z,116.159682,39.719329,724 ,8.31 ,128.70 ,6.06%,0.990 ,,11 ,9.14 ,7.905163566,53.6%,0.998 ,,北京良乡大学城,7.905163566
房山5G良乡首都师范大学北1Z,116.172185,39.714828,0 ,0.00 ,2.00 ,0.00%,0.989 ,,791 ,6.23 ,0,100.0%,0.998 ,,北京良乡大学城,0
房山5G良乡盛通建材1Z,116.133541,39.741365,1727 ,16.44 ,5.41 ,75.22%,0.991 ,,2569 ,42.35 ,2.47266712,94.5%,0.998 ,,北京良乡大学城,2.47266712
房山5G良乡北京理工大学南校区4ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,0.998 ,,北京良乡大学城,73.48961551
房山5G良乡五小1Z,116.139981,39.741668,2571 ,16.84 ,2.39 ,87.58%,0.991 ,,4539 ,63.49 ,1.552834069,97.6%,0.999 ,,北京良乡大学城,1.552834069
房山5G良乡联通京广后店村东1Z,116.155821,39.746677,491 ,7.21 ,0.07 ,99.05%,0.996 ,,631 ,4.33 ,0.155311311,96.5%,0.999 ,,北京良乡大学城,0.155311311
房山5G良乡京周路1Z,116.150451,39.752687,10093 ,5.36 ,1.70 ,75.93%,0.987 ,,1 ,5.89 ,2.584279541,69.5%,0.999 ,,北京良乡大学城,2.584279541
房山5G良乡1Z,116.140545,39.732877,4559 ,16.35 ,4.84 ,77.15%,0.993 ,,5473 ,83.96 ,3.524564786,96.0%,0.999 ,,北京良乡大学城,3.524564786
房山5G良乡苏庄搬迁1Z,116.114125,39.727611,1801 ,17.14 ,2.21 ,88.58%,0.990 ,,3015 ,28.26 ,0.876560454,97.0%,0.999 ,,北京良乡大学城,0.876560454
房山5G良乡田氏大厦Z26G,116.136283,39.732985,1150 ,11.23 ,16.49 ,40.51%,0.989 ,,1373 ,21.41 ,6.749848201,76.0%,0.999 ,,北京良乡大学城,6.749848201
房山5G良乡北京公安局房山分局1ZM,116.130657,39.743203,0 ,0.00 ,0.60 ,0.00%,,,0 ,0.00 ,3.021056883,0.0%,0.999 ,,北京良乡大学城,3.021056883
房山5G良乡北京理工大学北校区1ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.999 ,,北京良乡大学城,80.64771531
房山5G良乡北京理工大学北校区4ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,0.999 ,,北京良乡大学城,80.64771531
房山5G良乡中国社会科学院2ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,,,0 ,0.00 ,6.135513966,0.0%,0.999 ,,北京良乡大学城,6.135513966
房山5G良乡工商局1ZM,116.125872,39.729127,0 ,0.00 ,1.85 ,0.00%,,,13 ,3.98 ,2.617320187,60.3%,0.999 ,,北京良乡大学城,2.617320187
房山5G良乡北潞园东门1Z,116.128922,39.738837,4744 ,10.30 ,3.95 ,72.31%,0.994 ,,5839 ,63.96 ,2.73067264,95.9%,0.999 ,,北京良乡大学城,2.73067264
房山5G良乡联通东关新村1Z,116.147251,39.730223,610 ,2.88 ,10.86 ,20.94%,1.000 ,,732 ,5.34 ,6.98584259,43.3%,0.999 ,,北京良乡大学城,6.98584259
房山5G良乡睿府书香11号楼1Z,116.164531,39.722655,2534 ,16.75 ,2.56 ,86.73%,0.996 ,,3885 ,62.43 ,10.61512334,85.5%,1.000 ,,北京良乡大学城,10.61512334
房山5G良乡北京理工大学5号宿舍楼A座1ZM,116.165591,39.735642,7 ,2.15 ,5.00 ,30.04%,,,8 ,2.36 ,0,100.0%,1.000 ,,北京良乡大学城,0
房山5G良乡北京理工大学北校区9ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,1.000 ,,北京良乡大学城,80.64771531
房山5G良乡圣晖花园西1Z,116.126708,39.751082,0 ,0.00 ,0.02 ,0.00%,0.990 ,,0 ,0.00 ,0.755601255,0.0%,1.000 ,,北京良乡大学城,0.755601255
房山5G房山良乡中医药大学后勤楼1Z,116.165493,39.712345,610 ,20.97 ,228.55 ,8.40%,0.993 ,,905 ,41.81 ,60.7204156,40.8%,1.000 ,,北京良乡大学城,60.7204156
房山5G良乡圣星城1Z,116.130172,39.735223,6338 ,16.42 ,4.17 ,79.75%,0.990 ,,6245 ,82.85 ,3.317213811,96.2%,1.000 ,,北京良乡大学城,3.317213811
房山5G良乡政通路招商大厦1Z,116.130363,39.745555,5583 ,7.01 ,1.30 ,84.35%,0.984 ,,7878 ,70.82 ,3.396700143,95.4%,1.000 ,,北京良乡大学城,3.396700143
房山5G良乡政通路2号院1Z,116.138613,39.745823,4696 ,30.45 ,5.45 ,84.81%,0.983 ,,6854 ,71.38 ,2.062008483,97.2%,1.000 ,,北京良乡大学城,2.062008483
房山5G良乡北京理工大学实训楼4ZM,116.167761,39.724987,2 ,0.06 ,0.49 ,11.43%,0.997 ,,2 ,0.07 ,1.710999759,3.9%,1.000 ,,北京良乡大学城,1.710999759
房山5G良乡中国社会科学院1ZM,116.172614,39.740101,0 ,0.00 ,36.15 ,0.00%,0.998 ,,0 ,0.00 ,6.135513966,0.0%,1.000 ,,北京良乡大学城,6.135513966
房山5G良乡蚕种厂1Z,116.135207,39.751487,7016 ,12.76 ,1.38 ,90.27%,0.968 ,,10399 ,46.89 ,0.561303145,98.8%,1.000 ,,北京良乡大学城,0.561303145
房山5G良乡瑞城广场1Z,116.135401,39.728331,16 ,16.85 ,20.75 ,44.81%,0.986 ,,0 ,0.00 ,5.037678594,0.0%,1.000 ,,北京良乡大学城,5.037678594
房山5G长阳滨水公园1Z,116.182561,39.750375,5 ,2.45 ,1.75 ,58.39%,0.999 ,,6 ,2.70 ,1.26325465,68.1%,1.000 ,,北京良乡大学城,1.26325465
房山5G长阳世茂维拉小区对面1Z,116.172261,39.744252,1434 ,4.52 ,0.80 ,84.90%,0.997 ,,4361 ,25.33 ,0.59538331,97.7%,1.000 ,,北京良乡大学城,0.59538331
房山5G良乡交通局指挥中心1Z,116.107714,39.720863,2537 ,10.02 ,2.41 ,80.63%,0.997 ,,4253 ,31.86 ,1.473519549,95.6%,1.000 ,,北京良乡大学城,1.473519549
房山5G长阳镇1Z,116.170568,39.749975,4783 ,17.10 ,24.72 ,40.88%,0.993 ,,8962 ,93.13 ,7.78678458,92.3%,1.000 ,,北京良乡大学城,7.78678458
房山5G良乡变压器厂1Z,116.149892,39.745922,1342 ,0.26 ,0.34 ,42.81%,0.993 ,,7 ,0.28 ,3.539039934,7.4%,1.000 ,,北京良乡大学城,3.539039934
房山5G良乡林业局1Z,116.120508,39.725337,586 ,8.16 ,5.17 ,61.20%,0.994 ,,897 ,24.07 ,1.006164387,96.0%,1.000 ,,北京良乡大学城,1.006164387
房山5G良乡北关东路格林豪泰1Z,116.142183,39.734547,2861 ,5.36 ,2.20 ,70.90%,0.995 ,,3823 ,30.32 ,3.353531684,90.0%,1.000 ,,北京良乡大学城,3.353531684
房山5G良乡京都百货1Z,116.135394,39.730415,4259 ,37.98 ,23.15 ,62.13%,0.991 ,,4934 ,66.62 ,5.389092161,92.5%,1.000 ,,北京良乡大学城,5.389092161
房山5G良乡西路南里1Z,116.118792,39.729375,6612 ,6.52 ,5.96 ,52.26%,0.996 ,,9953 ,71.84 ,2.053871092,97.2%,1.000 ,,北京良乡大学城,2.053871092
房山5G良乡长虹西路营业厅1ZM,116.124154,39.722487,20 ,3.78 ,1.65 ,69.62%,0.991 ,,44 ,8.65 ,1.665030673,83.9%,1.000 ,,北京良乡大学城,1.665030673
房山5G良乡医院1Z,116.135498,39.735711,3273 ,16.74 ,19.55 ,46.12%,0.993 ,,0 ,0.00 ,5.858463223,0.0%,1.000 ,,北京良乡大学城,5.858463223
房山5G良乡影剧院1Z,116.13482,39.73673,3344 ,6.79 ,17.45 ,28.02%,0.994 ,,805 ,7.28 ,7.700355272,48.6%,1.000 ,,北京良乡大学城,7.700355272
房山5G良乡西北关村西南1Z,116.133661,39.737805,328 ,7.59 ,19.59 ,27.92%,0.997 ,,12 ,8.35 ,6.237279463,57.2%,1.000 ,,北京良乡大学城,6.237279463
房山5G良乡五金化大楼1Z,116.122666,39.710195,1711 ,16.26 ,1.99 ,89.08%,0.995 ,,3909 ,42.06 ,5.603038142,88.2%,1.000 ,,北京良乡大学城,5.603038142
房山5G良乡固村南1Z,116.114425,39.738981,4813 ,3.24 ,0.43 ,88.35%,0.994 ,,6397 ,24.36 ,0.107549556,99.6%,1.000 ,,北京良乡大学城,0.107549556
房山5G良乡送变电物业1Z,116.149337,39.747931,3232 ,4.30 ,0.57 ,88.27%,0.995 ,,4112 ,35.69 ,3.580016928,90.9%,1.000 ,,北京良乡大学城,3.580016928
房山5G良乡东关家园6号楼1Z,116.143961,39.731917,540 ,1.61 ,8.82 ,15.46%,0.993 ,,588 ,5.61 ,6.476223209,46.4%,1.000 ,,北京良乡大学城,6.476223209
房山5G良乡北京理工大学南校区7ZM,116.163456,39.724636,0 ,0.00 ,72.11 ,0.00%,,,0 ,0.00 ,73.48961551,0.0%,1.000 ,,北京良乡大学城,73.48961551
房山5G良乡长虹路1Z,116.13164,39.72235,4952 ,16.80 ,10.90 ,60.65%,0.991 ,,6334 ,89.71 ,11.15581024,88.9%,1.000 ,,北京良乡大学城,11.15581024
房山5G良乡中心小学1Z,116.11784,39.72339,778 ,1.36 ,8.78 ,13.39%,1.000 ,,1287 ,10.66 ,4.209895109,71.7%,1.000 ,,北京良乡大学城,4.209895109
房山5G良乡东关嘉安驾校1Z,116.142563,39.729951,4535 ,10.25 ,3.21 ,76.17%,0.997 ,,4133 ,46.18 ,1.389325713,97.1%,1.000 ,,北京良乡大学城,1.389325713
房山5G良乡瑞雪春堂商务楼1Z,116.143237,39.714602,3155 ,6.52 ,8.49 ,43.45%,0.995 ,,4455 ,82.77 ,1.186044486,98.6%,1.000 ,,北京良乡大学城,1.186044486
房山5G良乡智汇雅苑二期5ZM,116.175041,39.734211,1368 ,0.00 ,26.15 ,0.00%,1.000 ,,3569 ,16.06 ,6.269948737,71.9%,1.000 ,,北京良乡大学城,6.269948737
房山5G长阳行政学校会议楼1ZM,116.172614,39.750177,13 ,0.01 ,28.22 ,0.02%,0.990 ,,54 ,1.87 ,9.788145524,16.0%,1.000 ,,北京良乡大学城,9.788145524
房山5G长阳行政学校会议楼2ZM,116.172614,39.750177,11 ,0.09 ,28.22 ,0.33%,1.000 ,,36 ,0.67 ,9.788145524,6.4%,1.000 ,,北京良乡大学城,9.788145524
房山5G良乡永兴楼1Z,116.136891,39.748731,1288 ,3.76 ,7.04 ,34.82%,0.989 ,,1793 ,18.28 ,2.554603592,87.7%,1.000 ,,北京良乡大学城,2.554603592
房山5G良乡行宫营业厅1ZM,116.140777,39.746754,17 ,0.09 ,7.94 ,1.13%,0.988 ,,23 ,0.46 ,2.099954694,18.0%,1.000 ,,北京良乡大学城,2.099954694
房山5G良乡鱼儿沟1Z,116.129352,39.743985,3745 ,4.63 ,0.60 ,88.48%,0.965 ,,4433 ,42.86 ,3.052731154,93.4%,1.000 ,,北京良乡大学城,3.052731154
房山5G良乡花鸟鱼虫市场1ZM,116.138902,39.742499,11 ,4.72 ,2.59 ,64.60%,,,7 ,5.19 ,1.917518144,73.0%,1.000 ,,北京良乡大学城,1.917518144
房山5G良乡北潞园派出所1Z,116.122651,39.742181,6989 ,0.71 ,11.19 ,5.99%,0.996 ,,10510 ,46.59 ,1.370608425,97.1%,1.000 ,,北京良乡大学城,1.370608425
房山5G良乡青年创业园1ZM,116.133321,39.741364,90 ,0.08 ,5.41 ,1.41%,0.997 ,,82 ,3.06 ,2.47266712,55.3%,1.000 ,,北京良乡大学城,2.47266712
房山5G良乡高教园区大学生创业实习基地1ZM,116.171697,39.740109,3884 ,0.04 ,36.15 ,0.11%,0.981 ,,8219 ,103.28 ,6.135513966,94.4%,1.000 ,,北京良乡大学城,6.135513966
房山5G良乡高教园区大学生创业基地2HM,116.165502,39.738724,0 ,0.00 ,3.75 ,0.00%,1.000 ,,2 ,0.04 ,1.021093104,3.8%,1.000 ,,北京良乡大学城,1.021093104
房山5G良乡北京理工大学5号宿舍楼B座2ZM,116.165591,39.735642,7 ,0.40 ,5.00 ,7.45%,,,8 ,0.44 ,0,100.0%,1.000 ,,北京良乡大学城,0
房山5G良乡美廉美良乡店1ZM,116.129261,39.735161,10 ,0.66 ,3.28 ,16.75%,0.966 ,,12 ,0.73 ,3.319522243,18.0%,1.000 ,,北京良乡大学城,3.319522243
房山5G良乡智汇雅苑二期4ZM,116.175041,39.734211,209 ,0.00 ,26.15 ,0.00%,1.000 ,,0 ,0.00 ,6.269948737,0.0%,1.000 ,,北京良乡大学城,6.269948737
房山5G良乡龙鑫大厦53号1ZM,116.135731,39.733481,3 ,0.00 ,18.75 ,0.00%,1.000 ,,10 ,0.04 ,6.624018612,0.6%,1.000 ,,北京良乡大学城,6.624018612
房山5G良乡拱辰大街营业厅1ZM,116.136224,39.7332,29 ,1.33 ,15.63 ,7.83%,0.994 ,,22 ,1.41 ,6.396103195,18.1%,1.000 ,,北京良乡大学城,6.396103195
房山5G良乡北京理工大学北校区7ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,1.000 ,,北京良乡大学城,80.64771531
房山5G良乡北京理工大学北校区8ZM,116.161848,39.731849,0 ,0.00 ,94.35 ,0.00%,,,0 ,0.00 ,80.64771531,0.0%,1.000 ,,北京良乡大学城,80.64771531
房山5G良乡动感地带品牌店（理工大学营业厅）1ZM,116.161326,39.73112,0 ,0.00 ,43.97 ,0.00%,,,0 ,0.00 ,31.59675684,0.0%,1.000 ,,北京良乡大学城,31.59675684
房山5G良乡客赛思服装市场1ZM,116.135389,39.730946,77 ,0.43 ,32.71 ,1.29%,0.990 ,,85 ,1.75 ,6.958219348,20.1%,1.000 ,,北京良乡大学城,6.958219348
房山5G良乡国土资源局1ZM,116.128291,39.730203,5 ,0.00 ,11.15 ,0.00%,1.000 ,,13 ,0.44 ,6.306860556,6.5%,1.000 ,,北京良乡大学城,6.306860556
房山5G良乡西路营业厅1ZM,116.129338,39.729942,10 ,0.07 ,9.69 ,0.67%,1.000 ,,12 ,0.70 ,5.92239327,10.6%,1.000 ,,北京良乡大学城,5.92239327
房山5G良乡国泰百货1ZM,116.136414,39.729251,0 ,0.00 ,23.24 ,0.00%,,,0 ,0.00 ,5.238529017,0.0%,1.000 ,,北京良乡大学城,5.238529017
房山5G良乡西潞时代大厦1ZM,116.121141,39.728936,6 ,0.01 ,6.79 ,0.15%,0.975 ,,24 ,0.07 ,2.4962859,2.7%,1.000 ,,北京良乡大学城,2.4962859
房山5G良乡同方大厦1ZM,116.130311,39.728291,35 ,1.76 ,10.44 ,14.46%,1.000 ,,42 ,6.08 ,3.972283478,60.5%,1.000 ,,北京良乡大学城,3.972283478
房山5G良乡妇幼保健院1ZM,116.121131,39.727231,2519 ,0.25 ,19.10 ,1.29%,0.996 ,,6162 ,117.41 ,5.500858224,95.5%,1.000 ,,北京良乡大学城,5.500858224
房山5G良乡裕恒通家居广场1ZM,116.141207,39.726452,0 ,0.00 ,4.94 ,0.00%,,,0 ,0.00 ,0.215504833,0.0%,1.000 ,,北京良乡大学城,0.215504833
房山5G良乡发改委1ZM,116.129325,39.724037,0 ,0.00 ,15.35 ,0.00%,,,4 ,0.02 ,13.24325752,0.1%,1.000 ,,北京良乡大学城,13.24325752
房山5G良乡财政局1ZM,116.128611,39.723056,2 ,0.00 ,6.13 ,0.05%,1.000 ,,9 ,0.01 ,11.18566869,0.1%,1.000 ,,北京良乡大学城,11.18566869
房山5G良乡首开熙悦睿府商业楼1ZM,116.162714,39.722615,2297 ,0.16 ,3.71 ,4.06%,0.982 ,,5183 ,48.63 ,11.02089406,81.5%,1.000 ,,北京良乡大学城,11.02089406
房山5G良乡营业厅1ZM,116.14436,39.72228,18 ,0.13 ,15.23 ,0.82%,1.000 ,,22 ,1.15 ,11.04038823,9.5%,1.000 ,,北京良乡大学城,11.04038823
房山5G良乡交通局1ZM,116.107505,39.720913,0 ,0.00 ,2.41 ,0.00%,,,0 ,0.00 ,1.473519549,0.0%,1.000 ,,北京良乡大学城,1.473519549
房山5G北京中医药大学营业厅1ZM,116.166819,39.710994,1 ,0.60 ,101.58 ,0.58%,0.990 ,,1 ,0.66 ,21.55402676,3.0%,1.000 ,,北京良乡大学城,21.55402676
